Name,Code,Category,Price,Change,Change%,52week,Volume,EPS,DPS,NTA,PE,DY,ROE,PTBV,MCap.(M),hyperlink
LPCGRP,03065,"ConstructionConstruction, Leap Market",0.500,0,0%,0.400-0.500,0,0.77,0,0.09,64.94,0.00,2.14,5.56,190.15,https://www.klsescreener.com/v2/stocks/view/03065/lpc-group-berhad
FCW,2755,"Houshold GoodsConsumer Products & Services, Main Market",1.610,0,0%,1.600-2.200,0,2.22,0,1.05,72.43,0.00,2.12,1.53,402.49,https://www.klsescreener.com/v2/stocks/view/2755/fcw-holdings-bhd
ALSREIT,5269,"Real Estate Investment TrustsReal Estate Investment Trusts, Main Market",0.480,0,0%,0.340-0.500,1,2.35,2.2,1.124,20.44,4.58,2.09,0.43,278.40,https://www.klsescreener.com/v2/stocks/view/5269/al-salam-real-estate-investment-trust
MUDAJYA,5085,"ConstructionConstruction, Main Market",0.395,-0.005,-1.2%,0.375-0.525,192,2.21,0,1.06,17.85,0.00,2.09,0.37,209.93,https://www.klsescreener.com/v2/stocks/view/5085/mudajaya-group-berhad
AMBEST,0391,"Industrial Materials, Components & EquipmentIndustrial Products & Services, Ace Market",0.315,0.01,3.3%,0.260-0.365,"27,348",0.75,0,0.09,42.10,0.00,2.08,3.50,160.65,https://www.klsescreener.com/v2/stocks/view/0391/ambest-group-berhad
MATANG,0189,"PlantationPlantation, Ace Market",0.070,-0.005,-6.7%,0.065-0.085,832,0.22,0.22,0.11,31.30,3.14,2.03,0.64,167.24,https://www.klsescreener.com/v2/stocks/view/0189/matang-berhad
HKB,0359,"ConstructionConstruction, Ace Market",0.225,-0.01,-4.3%,0.140-0.240,"37,190",0.15,0.1,0.075,148.88,0.44,2.02,3.01,139.50,https://www.klsescreener.com/v2/stocks/view/0359/hartanah-kenyalang-berhad
SYMLIFE,1538,"PropertyProperty, Main Market",0.170,0.01,6.3%,0.150-0.340,"10,222",2.51,0,1.29,6.76,0.00,1.95,0.13,125.54,https://www.klsescreener.com/v2/stocks/view/1538/symphony-life-berhad
CMSB,2852,"Building MaterialsIndustrial Products & Services, Main Market",1.130,-0.02,-1.7%,0.785-1.630,"39,326",6.11,3,3.16,18.51,2.65,1.93,0.36,1215.59,https://www.klsescreener.com/v2/stocks/view/2852/cahya-mata-sarawak-berhad
RVIEW,2542,"PlantationPlantation, Main Market",2.900,0,0%,2.720-3.120,12,10.67,10,5.53,27.17,3.45,1.93,0.52,188.07,https://www.klsescreener.com/v2/stocks/view/2542/riverview-rubber-estates-berhad
LEONFB,5232,"MetalsIndustrial Products & Services, Main Market",0.365,0,0%,0.340-0.410,800,3.36,1,1.76,10.86,2.74,1.91,0.21,124.47,https://www.klsescreener.com/v2/stocks/view/5232/leon-fuat-berhad
AIMFLEX,0209,"Technology EquipmentTechnology, Ace Market",0.075,0,0%,0.070-0.135,"5,134",0.19,0,0.1,39.45,0.00,1.90,0.75,110.47,https://www.klsescreener.com/v2/stocks/view/0209/aimflex-berhad
SBH,0300,"Agricultural ProductsConsumer Products & Services, Ace Market",0.160,-0.01,-5.9%,0.155-0.240,"3,866",0.26,0.25,0.14,60.46,1.56,1.89,1.14,142.08,https://www.klsescreener.com/v2/stocks/view/0300/sbh-marine-holdings-berhad
CNERGEN,0246,"Technology EquipmentTechnology, Main Market",0.420,0,0%,0.250-0.575,970,0.60,0,0.32,69.63,0.00,1.88,1.31,209.16,https://www.klsescreener.com/v2/stocks/view/0246/cnergenz-berhad
TRIMODE,0199,"Transportation & Logistics ServicesTransportation & Logistics, Ace Market",0.150,0,0%,0.150-0.300,100,1.07,0.3,0.57,14.00,2.00,1.88,0.26,24.90,https://www.klsescreener.com/v2/stocks/view/0199/tri-mode-system-m-berhad
BHIC,8133,"Transportation EquipmentTransportation & Logistics, Main Market",0.460,0,0%,0.200-0.480,533,0.34,0,0.18,136.18,0.00,1.88,2.56,259.57,https://www.klsescreener.com/v2/stocks/view/8133/boustead-heavy-industries-corp
OVH,0220,"Energy, Infrastructure, Equipment & ServicesEnergy, Ace Market",0.160,0,0%,0.130-0.215,"1,275",0.32,0,0.17,50.25,0.00,1.87,0.94,68.79,https://www.klsescreener.com/v2/stocks/view/0220/ocean-vantage-holdings-berhad
NAIM,5073,"PropertyProperty, Main Market",0.680,-0.015,-2.2%,0.655-0.990,"4,346",5.53,0,3.01,12.29,0.00,1.84,0.23,349.38,https://www.klsescreener.com/v2/stocks/view/5073/naim-holdings-berhad
HIBISCS,5199,"Oil & Gas ProducersEnergy, Main Market",2.180,0.1,4.8%,1.360-2.460,"217,099",6.66,9,3.63,32.75,4.13,1.83,0.60,1607.52,https://www.klsescreener.com/v2/stocks/view/5199/hibiscus-petroleum-berhad
GEOHAN,5345,"ConstructionConstruction, Main Market",0.265,0,0%,0.240-0.550,774,1.78,0,0.49,14.87,0.00,1.82,0.54,116.60,https://www.klsescreener.com/v2/stocks/view/5345/geohan-corporation-berhad
AXIATA,6888,"Telecommunications Service ProvidersTelecommunications & Media, Main Market",2.250,-0.03,-1.3%,1.630-2.790,"49,719",3.97,10,2.22,56.70,4.44,1.79,1.01,20673.32,https://www.klsescreener.com/v2/stocks/view/6888/axiata-group-berhad
KRONO,0176,"Digital ServicesTechnology, Ace Market",0.120,0,0%,0.105-0.285,"6,413",1.06,0,0.6,11.27,0.00,1.77,0.20,106.85,https://www.klsescreener.com/v2/stocks/view/0176/kronologi-asia-berhad
PLS,9695,"PlantationPlantation, Main Market",0.310,0,0%,0.260-0.530,0,1.10,0,0.629,28.08,0.00,1.75,0.49,136.28,https://www.klsescreener.com/v2/stocks/view/9695/pls-plantations-berhad
KHIND,7062,"Houshold GoodsConsumer Products & Services, Main Market",1.390,-0.01,-0.7%,1.300-2.300,129,8.51,0,4.88,16.33,0.00,1.74,0.28,58.43,https://www.klsescreener.com/v2/stocks/view/7062/khind-holdings-berhad
HARTA,5168,"Health Care Equipment & ServicesHealth Care, Main Market",0.945,0.025,2.7%,0.800-2.340,"102,081",2.25,0,1.29,42.05,0.00,1.74,0.73,3239.09,https://www.klsescreener.com/v2/stocks/view/5168/hartalega-holdings-berhad
TEXCHEM,8702,"Diversified IndustrialsIndustrial Products & Services, Main Market",0.765,0.03,4.1%,0.670-0.925,275,2.78,0,1.609,27.56,0.00,1.73,0.48,96.68,https://www.klsescreener.com/v2/stocks/view/8702/texchem-resources-bhd
SENHENG,5305,"RetailersConsumer Products & Services, Main Market",0.175,-0.005,-2.8%,0.155-0.275,"2,820",0.63,0.22,0.369,27.65,1.26,1.72,0.47,262.50,https://www.klsescreener.com/v2/stocks/view/5305/senheng-new-retail-berhad
SFPTECH,0251,"SemiconductorsTechnology, Ace Market",0.115,0,0%,0.095-0.290,"12,792",0.15,0,0.09,74.96,0.00,1.70,1.28,276.00,https://www.klsescreener.com/v2/stocks/view/0251/sfp-tech-holdings-berhad
GKENT,3204,"ConstructionConstruction, Main Market",0.290,-0.01,-3.3%,0.280-0.400,267,1.54,1.5,0.911,18.87,5.17,1.69,0.32,163.35,https://www.klsescreener.com/v2/stocks/view/3204/george-kent-malaysia-berhad
LOTUS,8303,"Food & BeveragesConsumer Products & Services, Main Market",0.100,0,0%,0.095-0.155,0,0.13,0,0.08,77.03,0.00,1.62,1.25,128.33,https://www.klsescreener.com/v2/stocks/view/8303/lotus-kfm-berhad
HM,0060,"Technology EquipmentTechnology, Ace Market",0.140,0,0%,0.120-0.185,"1,913",0.35,0,0.218,39.88,0.00,1.61,0.64,287.90,https://www.klsescreener.com/v2/stocks/view/0060/harvest-miracle-capital-berhad
FACBIND,2984,"MetalsIndustrial Products & Services, Main Market",1.620,0,0%,1.010-1.680,30,4.21,0,2.61,38.52,0.00,1.61,0.62,137.96,https://www.klsescreener.com/v2/stocks/view/2984/facb-industries-incorporated
MALTON,6181,"PropertyProperty, Main Market",0.280,0,0%,0.260-0.420,521,2.69,0,1.72,10.41,0.00,1.56,0.16,160.65,https://www.klsescreener.com/v2/stocks/view/6181/malton-berhad
OFB,0312,"Food & BeveragesConsumer Products & Services, Ace Market",0.155,-0.005,-3.1%,0.150-0.315,400,0.45,0.5,0.29,34.73,3.23,1.54,0.53,32.57,https://www.klsescreener.com/v2/stocks/view/0312/ocean-fresh-berhad
SMI,4375,"PropertyProperty, Main Market",0.165,0.005,3.1%,0.145-0.370,30,0.93,0,0.61,17.66,0.00,1.53,0.27,34.64,https://www.klsescreener.com/v2/stocks/view/4375/south-malaysia-industries-bhd
MYCRON,5087,"MetalsIndustrial Products & Services, Main Market",0.270,-0.035,-11.5%,0.235-0.305,1,2.44,0,1.61,11.09,0.00,1.51,0.17,88.31,https://www.klsescreener.com/v2/stocks/view/5087/mycron-steel-bhd
TMCLIFE,0101,"Health Care ProvidersHealth Care, Main Market",0.500,0,0%,0.365-0.575,290,0.72,0.18,0.49,69.18,0.36,1.47,1.02,870.94,https://www.klsescreener.com/v2/stocks/view/0101/tmc-life-sciences-bhd
UMS,7137,"Industrial Materials, Components & EquipmentIndustrial Products & Services, Main Market",1.850,-0.12,-6.1%,1.710-2.180,80,5.72,8,3.92,32.34,4.32,1.46,0.47,75.28,https://www.klsescreener.com/v2/stocks/view/7137/ums-holdings-berhad
ORNA,5065,"Packaging MaterialsIndustrial Products & Services, Main Market",0.700,0,0%,0.695-1.030,0,3.96,2,2.73,17.68,2.86,1.45,0.26,52.68,https://www.klsescreener.com/v2/stocks/view/5065/ornapaper-bhd
GUOCO,1503,"PropertyProperty, Main Market",1.060,0,0%,0.550-1.070,642,3.02,2,2.084,35.08,1.89,1.45,0.51,742.49,https://www.klsescreener.com/v2/stocks/view/1503/guocoland-malaysia-bhd
PBSB,5231,"Consumer ServicesConsumer Products & Services, Main Market",0.105,-0.005,-4.5%,0.085-0.180,"3,636",0.14,0.4,0.1,73.06,3.81,1.44,1.05,63.85,https://www.klsescreener.com/v2/stocks/view/5231/pbs-berhad
JAKS,4723,"ConstructionConstruction, Main Market",0.085,0.005,6.3%,0.080-0.130,"7,311",0.86,0.5,0.6,9.87,5.88,1.44,0.14,223.23,https://www.klsescreener.com/v2/stocks/view/4723/jaks-resources-berhad
TWRREIT,5111,"Real Estate Investment TrustsReal Estate Investment Trusts, Main Market",0.285,0,0%,0.260-0.320,0,1.67,1.22,1.167,17.10,4.28,1.43,0.24,139.90,https://www.klsescreener.com/v2/stocks/view/5111/tower-real-estate-investment-trust
MUH,9539,"PropertyProperty, Main Market",0.370,0,0%,0.330-0.440,213,2.24,0,1.57,16.52,0.00,1.43,0.24,20.88,https://www.klsescreener.com/v2/stocks/view/9539/multi-usage-holdings-berhad
WCT,9679,"ConstructionConstruction, Main Market",0.385,-0.02,-4.9%,0.390-0.905,"56,445",3.07,0,2.15,12.56,0.00,1.43,0.18,600.53,https://www.klsescreener.com/v2/stocks/view/9679/wct-holdings-berhad
SRIDGE,0129,"Telecommunications EquipmentTelecommunications & Media, Ace Market",0.345,0,0%,0.165-0.350,"105,507",0.28,0,0.2,122.22,0.00,1.41,1.72,138.60,https://www.klsescreener.com/v2/stocks/view/0129/silver-ridge-holdings-bhd
MINHO,5576,"Wood & Wood ProductsIndustrial Products & Services, Main Market",0.265,0,0%,0.250-0.315,380,1.60,0.85,1.14,16.56,3.21,1.40,0.23,94.53,https://www.klsescreener.com/v2/stocks/view/5576/minho-m-bhd
KESM,9334,"SemiconductorsTechnology, Main Market",2.860,-0.02,-0.7%,2.460-4.040,85,11.08,6,7.925,25.80,2.10,1.40,0.36,123.02,https://www.klsescreener.com/v2/stocks/view/9334/kesm-industries-berhad
CNH,5104,"Consumer ServicesConsumer Products & Services, Main Market",0.040,0,0%,0.035-0.055,"1,100",0.12,0,0.09,32.04,0.00,1.39,0.44,28.80,https://www.klsescreener.com/v2/stocks/view/5104/citra-nusa-holdings-berhad
LOTUSCIR,7234,"Personal GoodsConsumer Products & Services, Main Market",0.290,0.005,1.8%,0.265-0.420,64,1.11,0,0.84,26.17,0.00,1.32,0.35,87.26,https://www.klsescreener.com/v2/stocks/view/7234/lotus-circular-berhad
MEGAFB,5327,"Industrial Materials, Components & EquipmentIndustrial Products & Services, Main Market",1.000,-0.04,-3.8%,0.380-1.280,"199,022",0.36,0.5,0.27,280.91,0.50,1.32,3.70,844.97,https://www.klsescreener.com/v2/stocks/view/5327/mega-fortris-berhad
EMICO,9091,"Consumer ServicesConsumer Products & Services, Main Market",0.190,0,0%,0.150-0.280,0,0.52,0,0.4,36.28,0.00,1.31,0.47,26.12,https://www.klsescreener.com/v2/stocks/view/9091/emico-holdings-berhad
GBAY,9148,"Packaging MaterialsIndustrial Products & Services, Main Market",0.595,0,0%,0.560-0.680,0,0.45,0,0.347,132.26,0.00,1.30,1.71,48.41,https://www.klsescreener.com/v2/stocks/view/9148/greater-bay-holdings-berhad
TASHIN,0211,"MetalsIndustrial Products & Services, Ace Market",0.200,-0.005,-2.4%,0.195-0.290,"1,466",0.95,0,0.78,21.09,0.00,1.22,0.26,69.80,https://www.klsescreener.com/v2/stocks/view/0211/tashin-holdings-berhad
METROD,6149,"MetalsIndustrial Products & Services, Main Market",1.050,0,0%,1.050-1.370,0,5.57,6,4.58,18.86,5.71,1.22,0.23,126.00,https://www.klsescreener.com/v2/stocks/view/6149/metrod-holdings-berhad
CABNET,0191,"Technology EquipmentTechnology, Ace Market",0.225,0,0%,0.220-0.430,0,0.35,0,0.289,64.14,0.00,1.21,0.78,40.22,https://www.klsescreener.com/v2/stocks/view/0191/cabnet-holdings-berhad
ARKA,7218,"Transportation & Logistics ServicesTransportation & Logistics, Main Market",0.660,0,0%,0.610-1.500,0,1.05,0,0.88,62.95,0.00,1.19,0.75,43.50,https://www.klsescreener.com/v2/stocks/view/7218/arka-berhad
TITIJYA,5239,"PropertyProperty, Main Market",0.210,0.005,2.4%,0.195-0.260,411,1.08,0,0.95,19.41,0.00,1.14,0.22,281.07,https://www.klsescreener.com/v2/stocks/view/5239/titijaya-land-berhad
SKYGATE,7249,"PropertyProperty, Main Market",0.600,0.03,5.3%,0.480-0.895,307,1.01,0,0.89,59.66,0.00,1.13,0.67,201.49,https://www.klsescreener.com/v2/stocks/view/7249/skygate-solutions-berhad
ECONBHD,5253,"ConstructionConstruction, Main Market",0.145,-0.01,-6.5%,0.150-0.435,"93,225",0.28,0,0.26,51.00,0.00,1.09,0.56,205.54,https://www.klsescreener.com/v2/stocks/view/5253/econpile-holdings-berhad
BEDI,6378,"PropertyProperty, Main Market",0.415,0.005,1.2%,0.260-0.430,"1,072",0.25,0,0.23,167.93,0.00,1.07,1.80,359.87,https://www.klsescreener.com/v2/stocks/view/6378/bedi-berhad
UPA,7757,"Consumer ServicesConsumer Products & Services, Main Market",0.640,0,0%,0.605-0.750,0,1.20,4,1.13,53.52,6.25,1.06,0.57,152.80,https://www.klsescreener.com/v2/stocks/view/7757/upa-corporation-bhd
TONGHER,5010,"MetalsIndustrial Products & Services, Main Market",1.220,-0.02,-1.6%,1.230-1.680,330,3.66,3.3,3.47,33.37,2.70,1.05,0.35,192.06,https://www.klsescreener.com/v2/stocks/view/5010/tong-herr-resources-bhd
RAPID,7765,"PropertyProperty, Main Market",0.720,-0.005,-0.7%,0.515-0.850,732,1.82,0,1.74,39.51,0.00,1.05,0.41,76.97,https://www.klsescreener.com/v2/stocks/view/7765/rapid-synergy-bhd
PRKCORP,8346,"Transportation & Logistics ServicesTransportation & Logistics, Main Market",0.430,0,0%,0.235-0.970,0,1.03,0,0.99,41.71,0.00,1.04,0.43,43.00,https://www.klsescreener.com/v2/stocks/view/8346/perak-corporation-berhad
UEMS,5148,"PropertyProperty, Main Market",0.460,0.01,2.2%,0.445-0.825,"84,765",1.40,1.43,1.36,32.77,3.11,1.03,0.34,2326.90,https://www.klsescreener.com/v2/stocks/view/5148/uem-sunrise-berhad
MRCB,1651,"PropertyProperty, Main Market",0.280,0.005,1.8%,0.275-0.570,"41,932",1.06,1,1.034,26.44,3.57,1.02,0.27,1250.90,https://www.klsescreener.com/v2/stocks/view/1651/malaysian-resources-corporation-berhad
TRIVE,0118,"Renewable EnergyEnergy, Main Market",0.015,0,0%,0.005-0.045,"2,240",0.08,0,0.08,18.41,0.00,1.02,0.19,21.47,https://www.klsescreener.com/v2/stocks/view/0118/trive-property-group-berhad
YEWLEE,0248,"Industrial Materials, Components & EquipmentIndustrial Products & Services, Ace Market",0.525,-0.01,-1.9%,0.370-0.540,"146,009",0.15,0,0.148,353.95,0.00,1.00,3.54,302.63,https://www.klsescreener.com/v2/stocks/view/0248/yew-lee-pacific-group-berhad
ROHAS,9741,"Industrial EngineeringIndustrial Products & Services, Main Market",0.180,0.01,5.9%,0.170-0.310,"1,735",0.65,0,0.68,27.72,0.00,0.95,0.26,85.08,https://www.klsescreener.com/v2/stocks/view/9741/rohas-tecnic-berhad
GPHAROS,5649,"Wood & Wood ProductsIndustrial Products & Services, Main Market",0.220,-0.015,-6.4%,0.160-0.345,400,0.51,0,0.55,42.84,0.00,0.93,0.40,30.97,https://www.klsescreener.com/v2/stocks/view/5649/golden-pharos-bhd
SMART,0306,"Building MaterialsIndustrial Products & Services, Ace Market",0.180,0,0%,0.170-0.260,"2,080",0.28,0,0.307,63.95,0.00,0.92,0.59,66.57,https://www.klsescreener.com/v2/stocks/view/0306/smart-asia-chemical-bhd
ZECON,7028,"ConstructionConstruction, Main Market",0.500,0,0%,0.420-0.525,150,1.69,0,1.87,29.65,0.00,0.90,0.27,78.05,https://www.klsescreener.com/v2/stocks/view/7028/zecon-berhad
BENALEC,5190,"ConstructionConstruction, Main Market",0.075,0,0%,0.070-0.110,"2,010",0.32,0,0.36,23.52,0.00,0.89,0.21,77.37,https://www.klsescreener.com/v2/stocks/view/5190/benalec-holdings-berhad
HHRG,0175,"Industrial Materials, Components & EquipmentIndustrial Products & Services, Ace Market",0.060,0,0%,0.050-0.145,"4,162",0.19,0,0.22,30.82,0.00,0.88,0.27,68.24,https://www.klsescreener.com/v2/stocks/view/0175/hhrg-berhad
MASTEEL,5098,"MetalsIndustrial Products & Services, Main Market",0.255,0,0%,0.200-0.325,"2,723",1.16,0,1.33,22.00,0.00,0.87,0.19,190.39,https://www.klsescreener.com/v2/stocks/view/5098/malaysia-steel-works-kl-bhd
GLOMAC,5020,"PropertyProperty, Main Market",0.350,0,0%,0.300-0.380,"2,050",1.30,2.25,1.56,27.03,6.43,0.83,0.22,280.03,https://www.klsescreener.com/v2/stocks/view/5020/glomac-berhad
ARREIT,5127,"Real Estate Investment TrustsReal Estate Investment Trusts, Main Market",0.315,-0.005,-1.6%,0.310-0.425,"2,639",1.02,1.84,1.251,30.74,5.84,0.82,0.25,180.56,https://www.klsescreener.com/v2/stocks/view/5127/amanahraya-reits
PARAGON,9407,"Houshold GoodsConsumer Products & Services, Main Market",4.380,0.02,0.5%,1.800-4.400,"14,481",0.98,0,1.208,446.92,0.00,0.81,3.62,442.90,https://www.klsescreener.com/v2/stocks/view/9407/paragon-union-berhad
FITTERS,9318,"Industrial Materials, Components & EquipmentIndustrial Products & Services, Main Market",0.025,0,0%,0.015-0.040,"4,957",0.14,0,0.17,18.32,0.00,0.80,0.15,58.85,https://www.klsescreener.com/v2/stocks/view/9318/fitters-diversified-berhad
MESTRON,0207,"MetalsIndustrial Products & Services, Main Market",0.140,0.005,3.7%,0.130-0.260,"10,863",0.11,0,0.14,126.68,0.00,0.79,1.00,140.11,https://www.klsescreener.com/v2/stocks/view/0207/mestron-holdings-berhad
BERTAM,9814,"PropertyProperty, Main Market",0.115,0,0%,0.090-0.180,1,0.25,0,0.32,45.53,0.00,0.79,0.36,55.64,https://www.klsescreener.com/v2/stocks/view/9814/bertam-alliance-berhad
BJASSET,3239,"PropertyProperty, Main Market",0.290,-0.005,-1.7%,0.210-0.315,"2,601",0.55,0,0.73,52.86,0.00,0.75,0.40,741.90,https://www.klsescreener.com/v2/stocks/view/3239/berjaya-assets-berhad
MKLAND,8893,"PropertyProperty, Main Market",0.135,0,0%,0.125-0.180,100,0.76,0,1.05,17.73,0.00,0.72,0.13,162.98,https://www.klsescreener.com/v2/stocks/view/8893/mk-land-holdings-bhd
ECOMATE,0239,"Houshold GoodsConsumer Products & Services, Main Market",0.845,0,0%,0.535-0.900,"18,214",0.09,0,0.13,982.25,0.00,0.66,6.50,605.06,https://www.klsescreener.com/v2/stocks/view/0239/ecomate-holdings-berhad
TURBO,5167,"Industrial Materials, Components & EquipmentIndustrial Products & Services, Main Market",0.310,0,0%,0.310-0.450,0,0.73,0.5,1.1,42.70,1.61,0.66,0.28,33.48,https://www.klsescreener.com/v2/stocks/view/5167/turbo-mech-berhad
KGW,0282,"Transportation & Logistics ServicesTransportation & Logistics, Ace Market",0.105,0,0%,0.100-0.200,"13,678",0.07,0,0.1,160.93,0.00,0.65,1.05,50.69,https://www.klsescreener.com/v2/stocks/view/0282/kgw-group-berhad
AYS,5021,"Building MaterialsIndustrial Products & Services, Main Market",0.210,0.01,5%,0.180-0.285,512,0.69,0,1.06,30.35,0.00,0.65,0.20,87.88,https://www.klsescreener.com/v2/stocks/view/5021/ays-ventures-berhad
ASIAPLY,0105,"ChemicalsIndustrial Products & Services, Ace Market",0.080,-0.005,-5.9%,0.075-0.205,"23,700",0.08,0,0.12,102.24,0.00,0.65,0.67,84.35,https://www.klsescreener.com/v2/stocks/view/0105/asia-poly-holdings-berhad
GADANG,9261,"ConstructionConstruction, Main Market",0.170,-0.005,-2.9%,0.170-0.335,"7,855",0.66,0.27,1.02,25.79,1.59,0.65,0.17,136.15,https://www.klsescreener.com/v2/stocks/view/9261/gadang-holdings-bhd
BONIA,9288,"Personal GoodsConsumer Products & Services, Main Market",0.840,0.005,0.6%,0.790-1.370,257,1.34,5,2.097,62.80,5.95,0.64,0.40,169.32,https://www.klsescreener.com/v2/stocks/view/9288/bonia-corporation-berhad
PDZ,6254,"Transportation & Logistics ServicesTransportation & Logistics, Main Market",0.025,-0.005,-16.7%,0.025-0.040,480,0.10,0,0.17,25.90,0.00,0.57,0.15,14.71,https://www.klsescreener.com/v2/stocks/view/6254/pdz-holdings-bhd
CHINWEL,5007,"Industrial Materials, Components & EquipmentIndustrial Products & Services, Main Market",0.685,0,0%,0.660-0.905,10,1.18,1.05,2.16,58.21,1.53,0.54,0.32,205.18,https://www.klsescreener.com/v2/stocks/view/5007/chin-well-holdings-bhd
NOTION,0083,"Technology EquipmentTechnology, Main Market",0.370,-0.005,-1.3%,0.355-0.785,"24,271",0.42,0,0.822,87.55,0.00,0.51,0.45,194.62,https://www.klsescreener.com/v2/stocks/view/0083/notion-vtec-berhad
LEBTECH,9628,"ConstructionConstruction, Main Market",0.905,0,0%,0.555-0.905,0,0.42,0,0.858,215.56,0.00,0.49,1.06,123.52,https://www.klsescreener.com/v2/stocks/view/9628/lebtech-berhad
PEB,5622,"ConstructionConstruction, Main Market",0.820,0,0%,0.760-0.890,23,0.44,0,0.94,185.24,0.00,0.47,0.87,56.68,https://www.klsescreener.com/v2/stocks/view/5622/pimpinan-ehsan-berhad
HPI,03060,"Building MaterialsIndustrial Products & Services, Leap Market",0.320,0,0%,0.310-0.320,0,0.07,0.1,0.12,433.51,0.31,0.46,2.67,42.20,https://www.klsescreener.com/v2/stocks/view/03060/hydropipes-berhad
SUBUR,6904,"Wood & Wood ProductsIndustrial Products & Services, Main Market",0.615,0,0%,0.510-0.720,0,1.59,0,3.47,38.61,0.00,0.46,0.18,128.54,https://www.klsescreener.com/v2/stocks/view/6904/subur-tiasa-holdings-berhad
SCGM,7247,"Packaging MaterialsIndustrial Products & Services, Main Market",0.480,0,0%,0.465-0.615,282,0.27,0,0.601,176.33,0.00,0.45,0.80,92.93,https://www.klsescreener.com/v2/stocks/view/7247/scgm-bhd
MELATI,5129,"ConstructionConstruction, Main Market",0.510,0,0%,0.405-0.560,0,0.98,1,2.18,52.22,1.96,0.45,0.23,61.20,https://www.klsescreener.com/v2/stocks/view/5129/melati-ehsan-holdings-berhad
